"","Place.FIPS","Geography.Name","County.FIPS","County.Name","Total.Population","Population.Density..Per.Sq..Mile.","Area..Land.","Under.5.Years","X5.to.9.Years","X10.to.14.Years","X15.to.17.Years","X18.to.24.Years","X25.to.34.Years","X35.to.44.Years","X45.to.54.Years","X55.to.64.Years","X65.to.74.Years","X75.to.84.Years","X85.Years.and.Over","White.Alone","Black.or.African.American.Alone","American.Indian.and.Alaska.Native.Alone","Asian.Alone","Native.Hawaiian.and.Other.Pacific.Islander.Alone","Some.Other.Race.Alone","Two.or.More.Races","Not.Hispanic.or.Latino.","Hispanic.or.Latino","Population.25.Years.and.Over.","Less.than.High.School","High.School.Graduate..Includes.Equivalency.","Some.College","Bachelor.s.Degree","Master.s.Degree","Professional.School.Degree","Doctorate.Degree","Population.25.Years.and.Over..1","Less.than.High.School.1","High.School.Diploma","Bachelor.s.Degree.or.Better","Households.","Less.than..10.000","X.10.000.to..14.999","X.15.000.to..19.999","X.20.000.to..24.999","X.25.000.to..29.999","X.30.000.to..34.999","X.35.000.to..39.999","X.40.000.to..44.999","X.45.000.to..49.999","X.50.000.to..59.999","X.60.000.to..74.999","X.75.000.to..99.999","X.100.000.to..124.999","X.125.000.to..149.999","X.150.000.to..199.999","X.200.000.or.More","Median.Household.Income..In.2020.Inflation.Adjusted.Dollars.","Median.Household.Income.Occupied.Housing.Units.","Owner.Occupied","Renter.Occupied","Per.Capita.Income..In.2020.Inflation.Adjusted.Dollars.","Occupied.Housing.Units.","Owner.Occupied.1","Renter.Occupied.1","Owner.Occupied.Housing.Units.","White.Alone..Not.Hispanic.or.Latino.Homeowners.","Non.White.Homeowners","Owner.Occupied.Housing.Units..1","Less.than..20.000","X.20.000.to..49.999","X.50.000.to..99.999","X.100.000.to..149.999","X.150.000.to..299.999","X.300.000.to..499.999","X.500.000.to..749.999","X.750.000.to..999.999","X.1.000.000.or.More","Population.Under.18.Years.of.Age.for.Whom.Poverty.Status.Is.Determined.","Living.in.Poverty","At.or.Above.Poverty.Level","Population.Age.18.to.64.for.Whom.Poverty.Status..Is.Determined.","Living.in.Poverty.1","At.or.Above.Poverty.Level.1","Population.Age.65.and.Over.for.Whom.Poverty..Status.Is.Determined.","Living.in.Poverty.2","At.or.Above.Poverty.Level.2","Rural.Capacity..Headwaters.Index.","Social.Vulnerability..CDC.Index.","Percent.of.Land.in.500.Year.Floodplain","Percent.of.Land.in.100.Year.Floodplain","Total.Percent.of.Land.at.Some.Level.of.Flood.Risk","Application.Number","Project.Title","Project.Description","Applicant","Applicant.Type","Project.Type","Application.Date","State.Agency.Requested.for.Funding","Funding.Request....","Total.Project.Budget....","Funding.Decision.Year","Award.Date","Grant.Award....","Encumbered....","City.Town","County","Place.ID","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD","X0.2.PCT.ANNUAL.CHANCE.FLOOD.HAZARD.CONTAINED.IN.CHANNEL","X0.2.PCT.ANNUAL.CHANCE.HAZARD","A","AE","VE","X.blank.","Grand.Total"
"357",3737760,"Lenoir city","27","Caldwell",17909,860,20.83,1150,906,1035,751,1765,2039,1687,2667,2480,1987,912,530,13363,2283,90,59,0,1697,417,15790,2119,12302,1994,3988,4152,1706,351,66,45,12302,1994,8140,2168,7253,605,577,544,453,648,512,355,516,285,517,612,509,446,370,180,124,39116,39116,51692,24199,22123,7253,4334,2919,4334,3762,572,4334,143,485,1305,927,1333,118,23,0,0,3753,1122,2631,10402,1650,8752,3229,439,2790,68,0.7,1.69,11.28,12.97,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.69,NA,NA,0.03,11.25,NA,NA,12.97
"358",3738030,"Lewiston Woodville town","15","Bertie",409,209.1,1.96,19,34,33,37,7,46,73,34,44,34,45,3,114,265,0,0,0,0,30,403,6,279,75,62,100,30,12,0,0,279,75,162,42,182,3,9,21,20,18,0,39,2,5,0,8,3,21,29,0,4,36613,36613,NA,35804,31501,182,112,70,112,35,77,112,12,21,47,15,17,0,0,0,0,123,30,93,204,12,192,82,18,64,46,0.81,1.18,4.36,5.54,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.18,NA,NA,NA,4.36,NA,NA,5.54
"359",3738040,"Lewisville town","67","Forsyth",14030,970.7,14.45,794,1196,1137,517,911,1383,2149,1699,1790,1500,717,237,11701,1941,84,60,0,27,217,13521,509,9475,392,2037,2923,2932,791,173,227,9475,392,4960,4123,5086,229,149,107,398,221,112,98,138,138,460,376,679,676,469,439,397,81275,81275,88488,41471,38459,5086,4356,730,4356,3855,501,4356,37,0,138,761,2279,780,51,238,72,3618,642,2976,7932,911,7021,2454,159,2295,75,0.11,0.18,1.82,2,18,"Thomas Drake Ct Project","The Town of Kernersville discovered a sizable hole and longitudinal fractures during inspection of the culvert crossing on Thomas Drake Court. Failure of the culvert would lead to the development of a sinkhole, loss of the road, area flooding and potential property damage for residents. Loss of the road would also prevent access for emergency services. An existing sewer line could also be undermined causing failure resulting in loss of services as well as wastewater entering the channel. Golden LEAF flood mitigation grant funds will be used to replace the existing damaged culvert. The project will include removal of the failing corrugated metal pipe and replace it with reinforced concrete pipe (RCP). The culvert will be extended upstream of the crossing. The extension will provide protection to the adjacent sewer line. Downstream of the culvert crossing, two driveway culvert crossings will be abandoned in place and the new RCP installed with tie-in to the proposed headwall. Stream realignment and stabilization grading both upstream and downstream will better direct flow and prevent further erosion. Households located in the immediate project area in the section of Thomas Drake Court from the culvert crossing northward to the cul-de-sac will directly benefit from this project.","Town of Kernersville","Local Government","Infrastructure","5/20/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",250000,250000,"Kernersville","Forsyth",NA,0.18,NA,NA,NA,1.82,NA,NA,2
"360",3738060,"Lexington city","57","Davidson",18970,1055.2,17.98,1711,961,1144,576,1795,3033,2176,2292,2240,1785,902,355,10567,5950,105,508,4,710,1126,15708,3262,12783,2784,4174,4017,1123,379,108,198,12783,2784,8191,1808,7654,882,550,599,869,868,650,454,256,247,570,775,461,172,161,61,79,30366,30366,50575,25840,17465,7654,3071,4583,3071,1965,1106,3071,101,306,1053,684,805,82,29,0,11,4304,1586,2718,10864,2567,8297,2867,366,2501,65,0.75,0.7,7.67,8.37,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.7,NA,NA,NA,7.67,NA,NA,8.37
"361",3738100,"Liberty town","151","Randolph",2657,847.9,3.13,167,182,177,139,205,303,302,250,398,316,113,105,1465,563,18,17,0,327,267,2080,577,1787,443,609,506,176,45,8,0,1787,443,1115,229,1069,109,124,69,51,45,94,29,46,52,90,91,112,39,41,77,0,43018,43018,55926,27750,21708,1069,532,537,532,419,113,532,26,48,106,218,134,0,0,0,0,665,182,483,1458,299,1159,534,81,453,65,0.87,0,1.77,1.77,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,1.77,NA,NA,1.77
"362",3738170,"Light Oak CDP","45","Cleveland",873,607.3,1.44,0,33,33,0,26,138,102,315,32,109,40,45,32,841,0,0,0,0,0,873,0,781,387,378,8,8,0,0,0,781,387,386,8,282,85,0,45,0,0,0,17,0,102,8,0,0,25,0,0,0,NA,NA,NA,NA,12789,282,135,147,135,16,119,135,0,0,111,8,16,0,0,0,0,66,66,0,613,224,389,194,180,14,5,0.59,0.08,0.27,0.35,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.08,NA,NA,NA,0.27,NA,NA,0.35
"363",3738220,"Lillington town","85","Harnett",3605,781.3,4.61,129,152,148,67,326,737,663,519,357,323,125,59,1914,956,120,14,0,278,323,2815,790,2783,563,953,871,313,67,9,7,2783,563,1824,396,911,46,102,30,47,54,78,28,45,41,129,112,82,56,29,21,11,47277,47277,63281,30357,16776,911,487,424,487,286,201,487,0,32,86,71,258,37,0,0,3,496,42,454,1537,125,1412,421,106,315,7,0.72,5.1,9.97,15.07,2,"Town-wide Hydrologic + Hydraulic (H+H) Analysis","Lillington is subject to frequent flooding which makes roads impassable and reduces access to emergency services. The town began to recognize how severe the stormwater system’s limitations are after a major rainstorm in 2020. Following the rain event, the town identified several areas of inadequate and damaged stormwater infrastructure. Golden LEAF flood mitigation grant funds will be used for engineering expenses for analysis and planning regarding ten flooding hotspots. There are households, public and private entities within the immediate project area of the identified hotspots. The entire town will benefit from this project. Major highways, including NC 210, US 401, US 421, and NC 27 will also benefit since they pass through Lillington and are frequently closed during heavy rain events.","Town of Lillington","Local Government","Planning","2/23/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",225250,225250,"Lillington","Harnett",NA,5.1,NA,NA,NA,9.97,NA,NA,15.07
"364",3738320,"Lincolnton city","109","Lincoln",11099,1279.5,8.67,1066,605,615,354,774,1871,1239,1182,1360,1035,630,368,8141,1800,43,10,30,261,814,9390,1709,7685,1361,2173,2831,931,371,18,0,7685,1361,5004,1320,4857,493,503,352,406,336,255,387,227,166,318,440,532,155,79,145,63,35696,35696,52908,27444,22871,4857,1931,2926,1931,1625,306,1931,24,67,353,391,942,103,18,0,33,2640,929,1711,6376,1235,5141,1789,227,1562,76,0.81,1.14,7.33,8.47,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.14,NA,NA,NA,7.33,NA,NA,8.47
"365",3738360,"Linden town","51","Cumberland",110,217.6,0.51,7,12,8,0,11,16,6,8,18,17,7,0,90,14,1,0,0,0,5,107,3,72,14,36,15,6,1,0,0,72,14,51,7,46,1,2,1,6,1,2,4,0,6,9,7,1,0,2,2,2,50000,50000,47188,54583,27709,46,37,9,37,35,2,37,0,2,10,14,9,2,0,0,0,27,10,17,59,10,49,24,0,24,57,0.34,26.32,0.01,26.33,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,26.32,NA,NA,NA,0.01,NA,NA,26.33
"366",3738420,"Linville CDP","11","Avery",299,167.5,1.78,24,0,15,20,12,40,56,19,40,38,0,35,299,0,0,0,0,0,0,282,17,228,0,109,79,17,23,0,0,228,0,188,40,128,0,0,0,0,19,0,0,19,0,22,26,19,0,0,0,23,65385,65385,67356,NA,33520,128,87,41,87,87,0,87,0,26,0,19,0,42,0,0,0,59,0,59,167,0,167,73,0,73,NA,0.32,1.5,5.77,7.27,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,1.5,NA,NA,NA,5.77,NA,NA,7.27
"367",3738860,"Locust city","167, 25","Stanly, Cabarrus",3439,424.1,8.11,285,146,114,153,201,458,235,562,614,354,262,55,3336,62,0,0,0,0,41,3403,36,2540,367,854,730,469,120,0,0,2540,367,1584,589,1479,42,28,28,119,112,59,106,24,143,125,157,169,239,62,47,19,55684,55684,64338,NA,29986,1479,1276,203,1276,1238,38,1276,38,60,103,257,729,83,0,6,0,690,75,615,2070,228,1842,671,33,638,NA,0.39,0.07,1.51,1.58,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.07,NA,NA,NA,1.51,NA,NA,1.58
"368",3739060,"Long Creek CDP","141","Pender",99,49.2,2.01,0,0,0,13,0,0,0,7,48,26,5,0,71,28,0,0,0,0,0,99,0,86,29,27,23,0,7,0,0,86,29,50,7,53,5,7,15,0,0,18,0,0,0,0,0,0,0,8,0,0,NA,NA,NA,NA,18866,53,38,15,38,38,0,38,0,12,26,0,0,0,0,0,0,13,13,0,55,0,55,31,24,7,NA,0.51,7.9,31.12,39.01,3,"Surf City South Shore Flood Mitigation Project","The 2200 block of South Shore Drive in Surf City experiences flooding on the roadway due to insufficient stormwater infrastructure. Stormwater runoff is trapped on the road by higher elevation of driveways serving houses along the road. Heavy rainfall causes flooding that obstructs passage of vehicles, including public safety vehicles. This road is the only way in and out of southern Surf City and serves the entirety of Topsail Beach. A feasibility study of the overall stormwater issues along South Shore Drive developed a specific solution to address the issue. Golden LEAF flood mitigation grant funds will be used to install a catch basin with drain pipe to convey stormwater to a new infiltration chamber system that collects and releases stormwater back into native soils. Once completed, the town’s utilities staff will maintain the system. The project will directly serve households, and public and private entities.","Town of Surf City","Local Government","Infrastructure","2/25/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"Surf City","Pender",NA,7.9,NA,NA,NA,31.12,NA,NA,39.01
"369",3739280,"Long View town","23, 35","Burke, Catawba ",4898,1217.2,4.02,246,173,215,184,438,772,547,862,501,536,348,76,3185,781,16,251,0,528,137,4122,776,3642,590,1382,1357,209,70,0,34,3642,590,2739,313,2066,138,117,120,131,93,159,311,148,103,128,270,195,61,71,9,12,39174,39174,45040,36318,22470,2066,1159,907,1159,920,239,1159,27,119,392,419,202,0,0,0,0,783,124,659,3120,298,2822,960,120,840,NA,0.56,0.41,3.43,3.84,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.41,NA,NA,NA,3.43,NA,NA,3.84
"370",3739360,"Louisburg town","69","Franklin",3694,1249,2.96,136,336,143,93,942,409,284,285,311,248,311,196,1444,2142,0,8,0,0,100,3619,75,2044,271,520,813,218,170,18,34,2044,271,1333,440,1070,101,125,176,60,79,12,0,18,0,70,177,156,15,72,0,9,NA,NA,77375,16954,17858,1070,415,655,415,282,133,415,8,0,91,56,236,24,0,0,0,708,376,332,1608,356,1252,487,55,432,79,0.82,2.81,13.39,16.19,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,2.81,NA,NA,NA,13.39,NA,NA,16.19
"371",3739480,"Lowell city","71","Gaston",3676,1352.4,2.72,121,196,344,97,287,435,487,462,605,480,128,34,2736,536,0,96,0,188,120,3096,580,2631,474,875,947,237,67,7,24,2631,474,1822,335,1466,92,30,121,279,69,100,28,61,14,100,84,245,115,34,71,23,42902,42902,54459,27212,24794,1466,978,488,978,841,137,978,13,30,181,406,320,24,0,0,4,712,277,435,2256,450,1806,613,120,493,8,0.67,0.45,0.83,1.28,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.45,NA,NA,NA,0.83,NA,NA,1.28
"372",3739520,"Lowesville CDP","109","Lincoln",3180,468,6.8,149,173,222,103,145,276,426,720,333,294,267,72,3011,54,24,38,0,0,53,2998,182,2388,107,640,1035,422,110,49,25,2388,107,1675,606,1265,8,51,8,0,48,46,24,81,26,77,67,191,268,174,76,120,100917,100917,104028,NA,44176,1265,1118,147,1118,1045,73,1118,19,57,73,60,490,379,40,0,0,647,46,601,1900,108,1792,633,0,633,64,0.07,0,2.6,2.6,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,2.6,NA,NA,2.6
"373",3739540,"Lowgap CDP","171","Surry",246,216.4,1.14,0,0,59,0,42,0,68,28,0,35,0,14,246,0,0,0,0,0,0,246,0,145,90,27,28,0,0,0,0,145,90,55,0,77,0,14,35,0,0,0,0,0,0,0,0,28,0,0,0,0,NA,NA,NA,NA,12007,77,42,35,42,42,0,42,0,0,14,28,0,0,0,0,0,59,0,59,138,0,138,49,0,49,NA,0.45,0,3.5,3.5,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,NA,NA,NA,NA,3.5,NA,NA,3.5
"374",3739600,"Lucama town","195","Wilson",974,1602.2,0.61,114,78,42,25,105,80,89,175,97,107,36,26,497,276,8,0,0,193,0,676,298,610,225,202,128,29,17,5,4,610,225,330,55,344,30,30,34,32,19,25,18,21,6,37,36,35,0,20,0,1,36667,36667,46667,16900,17081,344,238,106,238,152,86,238,34,0,155,30,19,0,0,0,0,249,116,133,546,166,380,159,21,138,53,0.76,0.14,1.38,1.52,NA,"","","","","","","",NA,NA,NA,"",NA,NA,"","",NA,0.14,NA,NA,NA,1.38,NA,NA,1.52
"375",3739680,"Lumber Bridge town","155","Robeson",74,110.4,0.67,10,1,3,5,2,17,3,3,5,10,10,5,61,4,2,0,0,7,0,67,7,53,2,35,13,3,0,0,0,53,2,48,3,37,1,5,4,2,2,2,2,0,1,4,7,3,4,0,0,0,48750,48750,36875,NA,24435,37,27,10,27,22,5,27,2,2,9,6,5,3,0,0,0,19,2,17,30,6,24,25,6,19,55,0.78,0,10.37,10.37,24,"Stormwater Assessment and Plan","The Town of Maxton experiences flooding during heavy rain events in the subwatershed that drains the eastern half of the town. The town first noticed damage to its system when severe damage occurred following Hurricane Matthew. FEMA addressed many issues in this part of town, including repairs to streets and culverts, but determined the conveyance pipe experienced damage that predated Hurricane Matthew and was not eligible for FEMA funding. Due to this evidence, the town realized other sites have likely experienced damage to infrastructure that was not as dramatically exposed as the damage noticed following Hurricane Matthew. Flooding has affected the town in a number of different ways. Access to emergency services becomes impacted, natural swales throughout the town have filled with sediment, which causes conveyance of the stormwater to no longer flow as it was intended. Sinkholes and depressions have also begun to form around stormwater conveyance pipes due to fractures in the system. Additionally, the town has experienced flooding events that flood the gym and adjacent classrooms in the local elementary school. The railroad running through town has also been overtopped during flooding events. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Assessment and Plan for the eastern half of the town. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. The town has also provided a resolution to its commitment for a funding strategy to implement improvements that are identified in the stormwater comprehensive plan. All residents of the town will benefit from this project. Within the immediate project area there are households, businesses, other public and private entities, and health care providers that will benefit from this project.","Town of Maxton","Local Government","Planning","7/7/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",122500,122500,"Maxton","Robeson",NA,NA,NA,NA,NA,10.37,NA,NA,10.37
"376",3739680,"Lumber Bridge town","155","Robeson",74,110.4,0.67,10,1,3,5,2,17,3,3,5,10,10,5,61,4,2,0,0,7,0,67,7,53,2,35,13,3,0,0,0,53,2,48,3,37,1,5,4,2,2,2,2,0,1,4,7,3,4,0,0,0,48750,48750,36875,NA,24435,37,27,10,27,22,5,27,2,2,9,6,5,3,0,0,0,19,2,17,30,6,24,25,6,19,55,0.78,0,10.37,10.37,4,"Flood Mitigation for the Linkhaw Road Area","Lumberton, specifically in the area of Linkhaw Road, experiences flooding in any 2-inch or greater rain event. The city completed several studies to develop strategies to resolve flooding throughout the city. This project area is part of its existing studies and is located along a major thoroughfare that is in a 518-acre drainage area. The specific project site is at the downstream end of a drainage ditch that has larger pipes upstream. Due to the undersized existing piping, this project site creates a bottleneck for stormwater flow. Golden LEAF flood mitigation grant funds will be used to upsize the capacity of stormwater at the juncture of Linkhaw Rd and the railroad. The applicant proposes to install stormwater infrastructure to increase the capacity of the flow under the railroad which will require widening the canal to accommodate it. The stormwater will flow into a culvert downstream and into an existing impoundment area. Once the infrastructure work is completed, the city will be able to utilize the road more reliably for emergency services. There are households, public and private entities (including a kidney dialysis center), and a nursing facility in the immediate project area.","City of Lumberton","Local Government","Infrastructure","2/28/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"Lumberton","Robeson",NA,NA,NA,NA,NA,10.37,NA,NA,10.37
"377",3739700,"Lumberton city","155","Robeson",20704,1167.4,17.73,1668,1733,1448,859,1551,2853,2453,2458,2229,1743,1085,624,8285,7703,2867,203,0,1103,543,19146,1558,13445,2737,3768,4034,1667,890,218,131,13445,2737,7802,2906,7270,1138,681,474,441,458,265,386,282,299,491,573,820,360,167,220,215,36846,36846,56896,24633,20666,7270,3470,3800,3470,2055,1415,3470,116,404,1094,686,937,163,53,17,0,5667,2578,3089,10615,2859,7756,2993,592,2401,76,0.87,15.15,29.74,44.88,24,"Stormwater Assessment and Plan","The Town of Maxton experiences flooding during heavy rain events in the subwatershed that drains the eastern half of the town. The town first noticed damage to its system when severe damage occurred following Hurricane Matthew. FEMA addressed many issues in this part of town, including repairs to streets and culverts, but determined the conveyance pipe experienced damage that predated Hurricane Matthew and was not eligible for FEMA funding. Due to this evidence, the town realized other sites have likely experienced damage to infrastructure that was not as dramatically exposed as the damage noticed following Hurricane Matthew. Flooding has affected the town in a number of different ways. Access to emergency services becomes impacted, natural swales throughout the town have filled with sediment, which causes conveyance of the stormwater to no longer flow as it was intended. Sinkholes and depressions have also begun to form around stormwater conveyance pipes due to fractures in the system. Additionally, the town has experienced flooding events that flood the gym and adjacent classrooms in the local elementary school. The railroad running through town has also been overtopped during flooding events. Golden LEAF flood mitigation grant funds will be used to develop a Stormwater Assessment and Plan for the eastern half of the town. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. The town has also provided a resolution to its commitment for a funding strategy to implement improvements that are identified in the stormwater comprehensive plan. All residents of the town will benefit from this project. Within the immediate project area there are households, businesses, other public and private entities, and health care providers that will benefit from this project.","Town of Maxton","Local Government","Planning","7/7/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"10/6/22",122500,122500,"Maxton","Robeson",NA,15.15,NA,NA,NA,29.74,NA,NA,44.88
"378",3739700,"Lumberton city","155","Robeson",20704,1167.4,17.73,1668,1733,1448,859,1551,2853,2453,2458,2229,1743,1085,624,8285,7703,2867,203,0,1103,543,19146,1558,13445,2737,3768,4034,1667,890,218,131,13445,2737,7802,2906,7270,1138,681,474,441,458,265,386,282,299,491,573,820,360,167,220,215,36846,36846,56896,24633,20666,7270,3470,3800,3470,2055,1415,3470,116,404,1094,686,937,163,53,17,0,5667,2578,3089,10615,2859,7756,2993,592,2401,76,0.87,15.15,29.74,44.88,4,"Flood Mitigation for the Linkhaw Road Area","Lumberton, specifically in the area of Linkhaw Road, experiences flooding in any 2-inch or greater rain event. The city completed several studies to develop strategies to resolve flooding throughout the city. This project area is part of its existing studies and is located along a major thoroughfare that is in a 518-acre drainage area. The specific project site is at the downstream end of a drainage ditch that has larger pipes upstream. Due to the undersized existing piping, this project site creates a bottleneck for stormwater flow. Golden LEAF flood mitigation grant funds will be used to upsize the capacity of stormwater at the juncture of Linkhaw Rd and the railroad. The applicant proposes to install stormwater infrastructure to increase the capacity of the flow under the railroad which will require widening the canal to accommodate it. The stormwater will flow into a culvert downstream and into an existing impoundment area. Once the infrastructure work is completed, the city will be able to utilize the road more reliably for emergency services. There are households, public and private entities (including a kidney dialysis center), and a nursing facility in the immediate project area.","City of Lumberton","Local Government","Infrastructure","2/28/22","Golden LEAF Foundation Flood Mitigation Program",NA,NA,2022,"6/2/22",250000,250000,"Lumberton","Robeson",NA,15.15,NA,NA,NA,29.74,NA,NA,44.88
