Geography Name,County FIPS,County Name,Place FIPS,Total Population,Population Density (Per Sq. Mile),Area (Land),Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino:,Hispanic or Latino,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,Per Capita Income (In 2020 Inflation Adjusted Dollars),Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk,Application Number,Project Title,Project Description ,Applicant,Applicant Type,Project Type,Application Date,State Agency Requested for Funding,Funding Request ($),Total Project Budget ($),Funding Decision Year,Award Date,Grant Award ($),Encumbered ($),City/Town,County,Place ID
Angier town,85,Harnett,3701400.0,5748.0,1796.7,3.2,518.0,285.0,490.0,304.0,528.0,811.0,700.0,680.0,616.0,440.0,270.0,106.0,3736.0,936.0,77.0,31.0,0.0,865.0,103.0,4197.0,1551.0,3623.0,629.0,1054.0,1010.0,646.0,236.0,35.0,13.0,3623.0,629.0,2064.0,930.0,2104.0,272.0,59.0,101.0,155.0,74.0,112.0,68.0,207.0,100.0,100.0,183.0,403.0,133.0,69.0,12.0,56.0,45132.0,45132.0,70282.0,21138.0,22455.0,2104.0,1305.0,799.0,1305.0,965.0,340.0,1305.0,9.0,0.0,62.0,524.0,583.0,99.0,28.0,0.0,0.0,1570.0,206.0,1364.0,3322.0,467.0,2855.0,799.0,128.0,671.0,,0.57,0.22,3.04,3.26,2.0,Town-wide Hydrologic + Hydraulic (H+H) Analysis,"Lillington is subject to frequent flooding which makes roads impassable and reduces access to emergency services. The town began to recognize how severe the stormwater system’s limitations are after a major rainstorm in 2020. Following the rain event, the town identified several areas of inadequate and damaged stormwater infrastructure. Golden LEAF flood mitigation grant funds will be used for engineering expenses for analysis and planning regarding ten flooding hotspots. There are households, public and private entities within the immediate project area of the identified hotspots. The entire town will benefit from this project. Major highways, including NC 210, US 401, US 421, and NC 27 will also benefit since they pass through Lillington and are frequently closed during heavy rain events.",Town of Lillington,Local Government,Planning,2/23/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,225250.0,225250.0,Lillington,Harnett,
Ansonville town,7,Anson,3701420.0,625.0,424.8,1.47,17.0,33.0,28.0,16.0,24.0,70.0,63.0,68.0,170.0,39.0,93.0,4.0,68.0,557.0,0.0,0.0,0.0,0.0,0.0,618.0,7.0,507.0,118.0,271.0,92.0,26.0,0.0,0.0,0.0,507.0,118.0,363.0,26.0,253.0,18.0,14.0,18.0,40.0,13.0,10.0,7.0,9.0,7.0,30.0,14.0,50.0,0.0,5.0,2.0,16.0,43958.0,43958.0,52273.0,30125.0,21972.0,253.0,202.0,51.0,202.0,28.0,174.0,202.0,9.0,59.0,70.0,49.0,15.0,0.0,0.0,0.0,0.0,94.0,32.0,62.0,395.0,67.0,328.0,136.0,31.0,105.0,46.0,0.7,0.0,1.8,1.8,,,,,,,,,,,,,,,,,
Apex town,183,Wake,3701520.0,55220.0,2511.6,21.99,3762.0,4288.0,5255.0,2995.0,3489.0,6720.0,9810.0,9185.0,5331.0,2838.0,916.0,631.0,43162.0,4051.0,154.0,4805.0,109.0,864.0,2075.0,51246.0,3974.0,35431.0,860.0,3829.0,8655.0,13183.0,7284.0,893.0,727.0,35431.0,860.0,12484.0,22087.0,19228.0,338.0,210.0,277.0,588.0,283.0,330.0,422.0,412.0,241.0,858.0,1405.0,2886.0,2485.0,2101.0,3394.0,2998.0,112549.0,112549.0,132959.0,73015.0,47451.0,19228.0,14395.0,4833.0,14395.0,11496.0,2899.0,14395.0,67.0,22.0,28.0,109.0,4450.0,7918.0,1521.0,207.0,73.0,16279.0,659.0,15620.0,34525.0,1101.0,33424.0,4237.0,229.0,4008.0,88.0,0.17,0.32,4.46,4.78,,,,,,,,,,,,,,,,,
Aquadale CDP,167,Stanly,3701560.0,413.0,126.9,3.26,14.0,18.0,0.0,0.0,56.0,79.0,44.0,123.0,14.0,37.0,16.0,12.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,0.0,325.0,12.0,136.0,126.0,26.0,25.0,0.0,0.0,325.0,12.0,262.0,51.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,14.0,28.0,47.0,16.0,0.0,42.0,0.0,91681.0,91681.0,95694.0,,38896.0,171.0,142.0,29.0,142.0,142.0,0.0,142.0,0.0,0.0,88.0,28.0,26.0,0.0,0.0,0.0,0.0,32.0,0.0,32.0,316.0,0.0,316.0,65.0,0.0,65.0,,0.57,0.11,0.44,0.55,20.0,Little Long Creek 2 Watershed Plan,"The City of Albemarle has experienced flooding issues related to aging infrastructure and growth within the city. Golden LEAF flood mitigation grant funds will be used for a watershed study for the Little Long Creek 2 sub-basin. Components of this study include field investigation, stormwater inventory, H&H modeling, analysis of secondary systems, and the development of a watershed master plan. With the development of the master plan, the city plans to perform cost benefit analysis and priority rankings to aid staff in its implementation. Once completed, the city will be able to prioritize projects to undertake along this watershed. The city plans to fund these projects through an enterprise fund with the development of a stormwater management program and anticipates collecting fees for this program beginning in January 2023. In this project area there are households, businesses, and other public and private entities that will benefit from the completion of this project. ",City of Albemarle,Local Government,Planning,6/15/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,250000.0,250000.0,Albemarle,Stanly,
Arapahoe town,137,Pamlico,3701640.0,397.0,182.8,2.17,15.0,19.0,5.0,2.0,44.0,39.0,50.0,73.0,51.0,44.0,42.0,13.0,347.0,33.0,11.0,0.0,2.0,0.0,4.0,386.0,11.0,312.0,43.0,133.0,110.0,15.0,5.0,3.0,3.0,312.0,43.0,243.0,26.0,200.0,11.0,4.0,28.0,7.0,14.0,4.0,6.0,11.0,7.0,5.0,7.0,44.0,19.0,22.0,2.0,9.0,67500.0,67500.0,80625.0,,39908.0,200.0,163.0,37.0,163.0,151.0,12.0,163.0,18.0,11.0,44.0,36.0,35.0,11.0,8.0,0.0,0.0,41.0,6.0,35.0,257.0,22.0,235.0,99.0,7.0,92.0,56.0,0.37,,,,,,,,,,,,,,,,,,,,
Archdale city,"81, 151","Guilford, Randolph",3701720.0,11738.0,1328.8,8.83,636.0,862.0,505.0,527.0,803.0,1242.0,1254.0,1589.0,1938.0,1257.0,842.0,283.0,9600.0,887.0,50.0,609.0,0.0,211.0,381.0,11222.0,516.0,8405.0,920.0,2467.0,3413.0,901.0,607.0,62.0,35.0,8405.0,920.0,5880.0,1605.0,4704.0,103.0,216.0,213.0,269.0,172.0,195.0,266.0,262.0,163.0,615.0,495.0,692.0,431.0,311.0,150.0,151.0,56658.0,56658.0,64814.0,38699.0,28730.0,4704.0,3589.0,1115.0,3589.0,3118.0,471.0,3589.0,23.0,89.0,600.0,1298.0,1533.0,41.0,0.0,5.0,0.0,2530.0,243.0,2287.0,6813.0,551.0,6262.0,2218.0,121.0,2097.0,,0.41,0.86,5.99,6.84,,,,,,,,,,,,,,,,,
Archer Lodge town,101,Johnston,3701760.0,5037.0,555.5,9.07,364.0,288.0,195.0,251.0,339.0,544.0,653.0,790.0,773.0,505.0,40.0,295.0,4149.0,514.0,0.0,0.0,0.0,120.0,254.0,4549.0,488.0,3600.0,507.0,723.0,1442.0,709.0,219.0,0.0,0.0,3600.0,507.0,2165.0,928.0,2068.0,95.0,92.0,72.0,4.0,0.0,0.0,143.0,85.0,24.0,347.0,242.0,318.0,335.0,128.0,0.0,183.0,70000.0,70000.0,72250.0,,57065.0,2068.0,1574.0,494.0,1574.0,1388.0,186.0,1574.0,70.0,0.0,57.0,240.0,1159.0,43.0,5.0,0.0,0.0,1098.0,522.0,576.0,3099.0,228.0,2871.0,840.0,92.0,748.0,,0.16,0.0,2.25,2.25,23.0,Selma Flood Mitigation modeling,"The Town of Selma experiences flooding during heavy non-named rain events in the northeast quadrant of town. The town is separated in four quadrants that are separated by railroads crossing through the center of town. Each quadrant has its own individual internal drainage creating a bowl type system. Golden LEAF flood mitigation grant funds will be used to develop a stormwater master plan for the Town of Selma in the northeastern quadrant. Components of this project include field data collection, modeling of existing watersheds, development of concept plans and alternatives, and a summary report. Within this quadrant there are households, businesses, other public and private facilities, and healthcare facilities that will benefit from this project. Additionally, the Town Hall, the Selma Fire Department, and the historic Rudy Theater are located in this area. The roads around the fire and EMS stations become impassable. Access to US highway 301 also becomes restricted during flood events. ",Town of Selma,Local Government,Planning,7/7/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,137500.0,137500.0,Selma,Johnston,
Arrowhead Beach CDP,41,Chowan,3701972.0,799.0,1305.5,0.61,18.0,89.0,93.0,17.0,0.0,55.0,195.0,15.0,145.0,101.0,11.0,60.0,500.0,0.0,17.0,0.0,0.0,273.0,9.0,486.0,313.0,582.0,225.0,232.0,108.0,0.0,17.0,0.0,0.0,582.0,225.0,340.0,17.0,293.0,0.0,0.0,0.0,20.0,0.0,54.0,35.0,0.0,0.0,41.0,130.0,0.0,13.0,0.0,0.0,0.0,59028.0,59028.0,59028.0,,18748.0,293.0,293.0,0.0,293.0,166.0,127.0,293.0,0.0,14.0,69.0,52.0,149.0,9.0,0.0,0.0,0.0,217.0,0.0,217.0,410.0,11.0,399.0,172.0,0.0,172.0,,0.42,1.6,38.28,39.87,5.0,Edenton Old Hertford Hazard Mitigation Project 2022,"The eastern portion of Edenton is subject to stormwater flooding due to the limited capacity of downstream culverts that extend under Old Hertford Road. Golden LEAF flood mitigation grant funds will be used to replace an existing pipe under Old Hertford Road with a box culvert design and replace existing piping downstream of Old Hertford Road with two larger lines. Improving the transport of stormwater runoff from this area will also allow the town to focus on upstream improvements previously limited by this downstream bottleneck. There are households, businesses and residential care homes for adults with special needs in the immediate project area. Due to the bottleneck in this area, areas upstream feel impacts from flooding as well.",Town of Edenton,Local Government,Infrastructure,2/28/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,249300.0,249300.0,Edenton,Chowan,
Asheboro city,151,Randolph,3702080.0,25877.0,1369.7,18.89,1711.0,1889.0,1985.0,955.0,2558.0,3610.0,3540.0,2622.0,2362.0,2314.0,1498.0,833.0,17908.0,3499.0,78.0,363.0,66.0,2999.0,964.0,18672.0,7205.0,16779.0,3603.0,4760.0,5396.0,2197.0,636.0,84.0,103.0,16779.0,3603.0,10156.0,3020.0,10741.0,926.0,777.0,896.0,794.0,733.0,905.0,712.0,717.0,644.0,830.0,836.0,965.0,466.0,217.0,205.0,118.0,37171.0,37171.0,49044.0,28282.0,20830.0,10741.0,5223.0,5518.0,5223.0,3917.0,1306.0,5223.0,377.0,239.0,1291.0,1744.0,1230.0,318.0,5.0,0.0,19.0,6496.0,1636.0,4860.0,14434.0,2853.0,11581.0,4178.0,379.0,3799.0,78.0,0.77,0.39,3.88,4.28,,,,,,,,,,,,,,,,,
Asheville city,21,Buncombe,3702140.0,92328.0,2030.5,45.47,4465.0,4617.0,4332.0,2738.0,7606.0,16020.0,13600.0,11526.0,9988.0,9885.0,4421.0,3130.0,76296.0,10256.0,374.0,1405.0,265.0,982.0,2750.0,86112.0,6216.0,68570.0,5072.0,11787.0,17477.0,20402.0,9110.0,2983.0,1739.0,68570.0,5072.0,29264.0,34234.0,39895.0,2320.0,2125.0,2333.0,2344.0,2088.0,2467.0,1906.0,1540.0,1676.0,3069.0,4397.0,4422.0,2770.0,1727.0,2120.0,2591.0,53621.0,53621.0,72294.0,37658.0,35035.0,39895.0,19581.0,20314.0,19581.0,17064.0,2517.0,19581.0,166.0,100.0,704.0,2010.0,7194.0,5848.0,2338.0,776.0,445.0,15530.0,2766.0,12764.0,56958.0,7285.0,49673.0,16440.0,1763.0,14677.0,92.0,0.4,1.29,7.28,8.57,17.0,Swannanoa River Road Flood Mitigation and Damage Reduction Feasibility Study,"The Swannanoa River floodplains between South Tunnel Road and Biltmore Avenue and Hendersonville Road in Asheville experience frequent flooding resulting in closure of Swannanoa River Road, property damage, disruption of emergency service access, and increased wastewater treatment costs due to sanitary sewer overflows. Swannanoa River Road serves as the principal east-west corridor for emergency services and access to Mission Hospital and Mission Children's Hospital. Golden LEAF flood mitigation grant funds will be used to evaluate the flood mitigation and flood damage reduction benefits of potential actions through hydrologic and hydraulic modeling, updating the Structure Inventory Database, developing a conceptual plan and feasibility analysis, and implementation cost estimates for the potential floodplain modifications. NCDOT State Transportation Improvement Program has allocated $48M for Swannanoa River Roadway corridor modernization in future years. The City will also pursue FEMA Flood Mitigation and Building Resilient Infrastructure and Communities funding for buyouts and floodplain restoration. City and County Metropolitan Sewerage District capital improvement funds can be used for utility relocations in the corridor. Businesses and households in the area will benefit from this project.",City of Asheville,Local Government,Planning,4/22/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,150000.0,150000.0,Asheville,Buncombe,
Ashley Heights CDP,93,Hoke,3702240.0,326.0,145.8,2.24,12.0,26.0,22.0,6.0,32.0,54.0,0.0,27.0,80.0,67.0,0.0,0.0,153.0,73.0,65.0,0.0,0.0,14.0,21.0,313.0,13.0,228.0,39.0,82.0,78.0,29.0,0.0,0.0,0.0,228.0,39.0,160.0,29.0,111.0,28.0,8.0,0.0,11.0,6.0,13.0,0.0,0.0,0.0,18.0,8.0,12.0,0.0,0.0,7.0,0.0,30481.0,30481.0,53681.0,,15659.0,111.0,73.0,38.0,73.0,59.0,14.0,73.0,0.0,0.0,37.0,7.0,22.0,7.0,0.0,0.0,0.0,66.0,53.0,13.0,193.0,76.0,117.0,67.0,7.0,60.0,52.0,0.05,0.0,2.0,2.0,,,,,,,,,,,,,,,,,
Askewville town,15,Bertie,3702320.0,182.0,307.5,0.59,2.0,4.0,3.0,9.0,19.0,10.0,14.0,24.0,18.0,36.0,42.0,1.0,173.0,0.0,0.0,0.0,0.0,6.0,3.0,177.0,5.0,145.0,13.0,81.0,41.0,2.0,8.0,0.0,0.0,145.0,13.0,122.0,10.0,89.0,4.0,19.0,2.0,11.0,3.0,3.0,5.0,1.0,4.0,4.0,7.0,12.0,5.0,4.0,4.0,1.0,36250.0,36250.0,45938.0,23125.0,27616.0,89.0,77.0,12.0,77.0,74.0,3.0,77.0,4.0,5.0,33.0,8.0,10.0,16.0,0.0,1.0,0.0,18.0,0.0,18.0,85.0,6.0,79.0,79.0,20.0,59.0,47.0,0.62,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
Atkinson town,141,Pender,3702460.0,351.0,354.6,0.99,17.0,25.0,20.0,14.0,21.0,56.0,44.0,45.0,43.0,36.0,13.0,17.0,271.0,45.0,0.0,0.0,0.0,16.0,19.0,317.0,34.0,254.0,42.0,109.0,80.0,17.0,5.0,1.0,0.0,254.0,42.0,189.0,23.0,114.0,9.0,2.0,12.0,12.0,16.0,9.0,0.0,4.0,6.0,10.0,10.0,16.0,0.0,5.0,2.0,1.0,34167.0,34167.0,34063.0,,19222.0,114.0,97.0,17.0,97.0,89.0,8.0,97.0,5.0,24.0,28.0,15.0,19.0,6.0,0.0,0.0,0.0,76.0,16.0,60.0,209.0,41.0,168.0,66.0,12.0,54.0,56.0,0.6,2.2,8.56,10.76,3.0,Surf City South Shore Flood Mitigation Project,"The 2200 block of South Shore Drive in Surf City experiences flooding on the roadway due to insufficient stormwater infrastructure. Stormwater runoff is trapped on the road by higher elevation of driveways serving houses along the road. Heavy rainfall causes flooding that obstructs passage of vehicles, including public safety vehicles. This road is the only way in and out of southern Surf City and serves the entirety of Topsail Beach. A feasibility study of the overall stormwater issues along South Shore Drive developed a specific solution to address the issue. Golden LEAF flood mitigation grant funds will be used to install a catch basin with drain pipe to convey stormwater to a new infiltration chamber system that collects and releases stormwater back into native soils. Once completed, the town’s utilities staff will maintain the system. The project will directly serve households, and public and private entities.",Town of Surf City,Local Government,Infrastructure,2/25/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,6/2/22,250000.0,250000.0,Surf City,Pender,
Atlantic CDP,31,Carteret,3702480.0,608.0,661.0,0.92,55.0,0.0,53.0,0.0,36.0,84.0,30.0,123.0,98.0,70.0,28.0,31.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,7.0,464.0,78.0,252.0,102.0,17.0,10.0,5.0,0.0,464.0,78.0,354.0,32.0,236.0,5.0,5.0,21.0,5.0,19.0,2.0,12.0,36.0,20.0,34.0,27.0,19.0,13.0,5.0,6.0,7.0,49125.0,49125.0,56336.0,26382.0,34980.0,236.0,183.0,53.0,183.0,176.0,7.0,183.0,20.0,13.0,38.0,41.0,33.0,26.0,6.0,6.0,0.0,108.0,0.0,108.0,371.0,18.0,353.0,129.0,5.0,124.0,,0.38,18.46,18.91,37.37,,,,,,,,,,,,,,,,,
Atlantic Beach town,31,Carteret,3702500.0,1870.0,799.5,2.34,14.0,84.0,80.0,32.0,37.0,134.0,94.0,305.0,285.0,431.0,193.0,181.0,1827.0,10.0,4.0,0.0,0.0,14.0,15.0,1856.0,14.0,1623.0,48.0,329.0,635.0,454.0,88.0,50.0,19.0,1623.0,48.0,964.0,611.0,990.0,17.0,45.0,32.0,63.0,136.0,54.0,30.0,52.0,39.0,33.0,105.0,204.0,52.0,43.0,33.0,52.0,59348.0,59348.0,62292.0,48578.0,45786.0,990.0,697.0,293.0,697.0,682.0,15.0,697.0,24.0,23.0,48.0,27.0,103.0,265.0,79.0,79.0,49.0,205.0,34.0,171.0,855.0,83.0,772.0,805.0,13.0,792.0,7.0,0.22,20.24,74.26,94.5,,,,,,,,,,,,,,,,,
Aulander town,15,Bertie,3702580.0,965.0,653.3,1.48,198.0,18.0,52.0,16.0,61.0,127.0,213.0,30.0,107.0,36.0,107.0,0.0,279.0,603.0,0.0,0.0,0.0,61.0,22.0,904.0,61.0,620.0,164.0,221.0,200.0,29.0,6.0,0.0,0.0,620.0,164.0,421.0,35.0,392.0,21.0,30.0,42.0,9.0,61.0,0.0,4.0,35.0,21.0,43.0,0.0,76.0,38.0,0.0,3.0,9.0,42071.0,42071.0,54097.0,28558.0,21718.0,392.0,227.0,165.0,227.0,78.0,149.0,227.0,27.0,4.0,167.0,24.0,5.0,0.0,0.0,0.0,0.0,284.0,73.0,211.0,538.0,116.0,422.0,143.0,20.0,123.0,41.0,0.89,4.1,14.78,18.88,,,,,,,,,,,,,,,,,
Aurora town,13,Beaufort,3702620.0,772.0,831.7,0.93,4.0,71.0,69.0,23.0,60.0,66.0,127.0,108.0,110.0,77.0,54.0,3.0,322.0,414.0,0.0,0.0,0.0,0.0,36.0,772.0,0.0,545.0,67.0,304.0,144.0,19.0,11.0,0.0,0.0,545.0,67.0,448.0,30.0,320.0,37.0,53.0,3.0,10.0,14.0,28.0,30.0,4.0,11.0,61.0,22.0,26.0,18.0,1.0,0.0,2.0,38026.0,38026.0,51250.0,13385.0,20710.0,320.0,183.0,137.0,183.0,110.0,73.0,183.0,22.0,56.0,66.0,19.0,19.0,0.0,0.0,1.0,0.0,162.0,92.0,70.0,471.0,134.0,337.0,134.0,36.0,98.0,53.0,0.61,10.71,41.64,52.34,12.0,Town of Aurora Drainage Ditch and Tributary Maintenance and Easement Plan,"The Town of Aurora experiences frequent flooding in heavy rainfall events, specifically in the northeast section of town. The ditches and tributaries no longer empty water at the speed at which they did previously. Aurora participated in the N.C. Resilient Coastal Communities Program and, through a public input process, prioritized assessing this existing infrastructure to address flooding. Golden LEAF flood mitigation grant funds will be used to create a maintenance plan and schedule for all the ditches and tributaries within the town’s jurisdiction and to determine a list of easements that will be required to implement the recommendations for maintenance. The entire town will benefit from the completion of this project.",Town of Aurora,Local Government,Planning,4/27/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,8/4/22,225000.0,225000.0,Aurora,Beaufort,
Autryville town,163,Sampson,3702700.0,192.0,367.5,0.52,11.0,4.0,8.0,2.0,17.0,20.0,24.0,20.0,30.0,24.0,27.0,5.0,167.0,17.0,6.0,0.0,0.0,0.0,2.0,192.0,0.0,150.0,40.0,62.0,29.0,12.0,2.0,0.0,5.0,150.0,40.0,91.0,19.0,80.0,0.0,0.0,0.0,11.0,21.0,6.0,13.0,1.0,0.0,7.0,5.0,0.0,10.0,0.0,0.0,6.0,36000.0,36000.0,38036.0,28393.0,25570.0,80.0,57.0,23.0,57.0,57.0,0.0,57.0,0.0,4.0,29.0,8.0,10.0,0.0,6.0,0.0,0.0,25.0,0.0,25.0,111.0,7.0,104.0,56.0,0.0,56.0,48.0,0.52,1.98,34.95,36.93,9.0,Clinton Weeks Street Hazard Mitigation Project 2022,"The City of Clinton experiences frequent flooding along Weeks Street, including three major flooding events in 2021. During flooding events along Weeks Street, emergency vehicles are unable to access residences and surrounding roads (including Highway 24) are overtopped. A 2020 preliminary drainage feasibility study found that flooding is likely caused by an undersized pipe system with minimal elevation change. Currently, the existing drainage route runs along Weeks Street into the drainage route from Smithfield Packing Company. Golden LEAF flood mitigation grant funds will be used to reroute the existing drainage system into a separate path to cross Highway 24 and into an existing farm ditch. Additional curb inlets and reinforced concrete pipe will be installed to support the design. City and other funds will be used to improve the existing farm ditch which currently collects runoff. Households in the project area and vehicles traveling on adjacent roads will benefit from this project.",Town of Clinton,Local Government,Infrastructure,2/28/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,8/4/22,250000.0,250000.0,Clinton,Sampson,
Avery Creek CDP,21,Buncombe,3702760.0,3256.0,1880.2,1.73,148.0,103.0,139.0,339.0,418.0,180.0,546.0,718.0,363.0,203.0,99.0,0.0,2668.0,539.0,0.0,49.0,0.0,0.0,0.0,3256.0,0.0,2109.0,11.0,463.0,743.0,602.0,202.0,71.0,17.0,2109.0,11.0,1206.0,892.0,906.0,0.0,0.0,0.0,26.0,0.0,28.0,12.0,57.0,24.0,37.0,158.0,157.0,113.0,95.0,96.0,103.0,90333.0,90333.0,97563.0,64484.0,35490.0,906.0,803.0,103.0,803.0,735.0,68.0,803.0,0.0,0.0,12.0,13.0,487.0,177.0,100.0,14.0,0.0,729.0,53.0,676.0,2225.0,25.0,2200.0,302.0,0.0,302.0,65.0,0.28,0.16,0.97,1.12,17.0,Swannanoa River Road Flood Mitigation and Damage Reduction Feasibility Study,"The Swannanoa River floodplains between South Tunnel Road and Biltmore Avenue and Hendersonville Road in Asheville experience frequent flooding resulting in closure of Swannanoa River Road, property damage, disruption of emergency service access, and increased wastewater treatment costs due to sanitary sewer overflows. Swannanoa River Road serves as the principal east-west corridor for emergency services and access to Mission Hospital and Mission Children's Hospital. Golden LEAF flood mitigation grant funds will be used to evaluate the flood mitigation and flood damage reduction benefits of potential actions through hydrologic and hydraulic modeling, updating the Structure Inventory Database, developing a conceptual plan and feasibility analysis, and implementation cost estimates for the potential floodplain modifications. NCDOT State Transportation Improvement Program has allocated $48M for Swannanoa River Roadway corridor modernization in future years. The City will also pursue FEMA Flood Mitigation and Building Resilient Infrastructure and Communities funding for buyouts and floodplain restoration. City and County Metropolitan Sewerage District capital improvement funds can be used for utility relocations in the corridor. Businesses and households in the area will benefit from this project.",City of Asheville,Local Government,Planning,4/22/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,150000.0,150000.0,Asheville,Buncombe,
Avon CDP,55,Dare,3702780.0,474.0,208.7,2.27,22.0,0.0,0.0,0.0,0.0,88.0,25.0,60.0,114.0,140.0,25.0,0.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,452.0,99.0,41.0,123.0,153.0,36.0,0.0,0.0,452.0,99.0,164.0,189.0,363.0,49.0,0.0,71.0,29.0,78.0,29.0,0.0,0.0,30.0,31.0,46.0,0.0,0.0,0.0,0.0,0.0,26729.0,26729.0,29234.0,,25432.0,363.0,291.0,72.0,291.0,291.0,0.0,291.0,0.0,0.0,0.0,29.0,201.0,24.0,37.0,0.0,0.0,22.0,0.0,22.0,287.0,24.0,263.0,165.0,25.0,140.0,,0.67,0.0,98.64,98.64,21.0,Roanoke Island Drainage Improvements,"The Roanoke Colony residential neighborhood in Dare County experiences frequent flooding during major storm events due to undersized drainage structures in this flat, low-lying area on the northern end of Roanoke Island. After Hurricane Matthew, NCDOT and Dare County completed the 2019 Roanoke Island Flooding Analysis which proposed drainage improvements. Golden LEAF flood mitigation grant funds will be used to incorporate recommendations to upsize pipes and implement other improvements to the area. Areas upstream flood more frequently and the study determined undersized piping in the project area slowed the drainage of those properties. Proposed work includes replacing 150 linear feet of existing pipe with a larger size, enclosing the ditch within Roanoke Colony with drainage pipe with drop inlets, replacing the culvert beneath Roanoke Trail, removing the culvert immediately downstream of the airport property, and regrading/widening the ditch that runs between the Outer Banks SPCA and airport. Homes located in the upstream area identified in the analysis will benefit from this project.",Dare County,Local Government,Infrastructure,6/23/22,Golden LEAF Foundation Flood Mitigation Program,,,2022.0,10/6/22,250000.0,250000.0,County,Dare,
Ayden town,147,Pitt,3702840.0,5138.0,1347.1,3.81,286.0,353.0,455.0,205.0,346.0,677.0,588.0,692.0,526.0,614.0,315.0,81.0,2703.0,1891.0,18.0,87.0,0.0,188.0,251.0,4640.0,498.0,3493.0,428.0,1159.0,1318.0,316.0,208.0,20.0,44.0,3493.0,428.0,2477.0,588.0,2041.0,250.0,148.0,220.0,36.0,58.0,87.0,93.0,16.0,69.0,212.0,270.0,401.0,62.0,101.0,18.0,0.0,53317.0,53317.0,63385.0,16969.0,22093.0,2041.0,1239.0,802.0,1239.0,851.0,388.0,1239.0,58.0,72.0,247.0,363.0,486.0,0.0,13.0,0.0,0.0,1255.0,344.0,911.0,2796.0,600.0,2196.0,963.0,182.0,781.0,67.0,0.8,0.57,9.02,9.6,,,,,,,,,,,,,,,,,
